name,month,year,temp,humid,precip,wind_speed,sunshine,ndvi,gndvi,ndmi,savi,ndre,area,yield
rahim_yar_khan,12,2018,18.11612903,22.35483871,0.5,12.33548387,10.36505376,0.328214706,0.27872874,0.139180015,0.492254655,0.245469114,322.1,3.183607575
rahim_yar_khan,1,2019,16.23225806,29.19354839,16.1,15.98709677,10.55806452,0.609237923,0.498320269,0.374507743,0.913750372,0.493830366,322.1,3.183607575
rahim_yar_khan,2,2019,17.44285714,34.10714286,26.49,16.35714286,11.17916667,0.657262881,0.562662971,0.448828453,0.985789057,0.565578209,322.1,3.183607575
rahim_yar_khan,3,2019,22.87096774,33.4516129,26,17.98709677,11.99247312,0.595950503,0.501156376,0.407119964,0.893816706,0.486402144,322.1,3.183607575
rahim_yar_khan,4,2019,32.33,18.23333333,18.5,17.16666667,12.84277778,0.126671078,0.222646334,-0.072771418,0.189983878,0.101768708,322.1,3.183607575
rahim_yar_khan,11,2019,22.47333333,33.46666667,42.92,14.68666667,10.75555556,0.228346821,0.220353889,-0.042736759,0.342458953,0.164135851,291.4,3.488194921
rahim_yar_khan,12,2019,17.04516129,27.77419355,3.7,11.24193548,10.36827957,0.207306727,0.191840453,0.029615238,0.310913085,0.138902572,291.4,3.488194921
rahim_yar_khan,1,2020,14.64516129,42.41935484,22.9,16.60322581,10.55483871,0.624725594,0.498322139,0.421349175,0.936974264,0.495181515,291.4,3.488194921
rahim_yar_khan,2,2020,20.34482759,16.42857143,0,11.58571429,11.2547619,0.578731007,0.48912208,0.383134469,0.867994843,0.489107249,291.4,3.488194921
rahim_yar_khan,3,2020,22.92903226,38.19354839,49.8,18.76451613,12.01451613,0.598825141,0.517926104,0.402501048,0.898132152,0.495545985,291.4,3.488194921
rahim_yar_khan,4,2020,30.85333333,22.1,1.3,18.35,12.86166667,0.131589632,0.220341009,-0.071308311,0.197360417,0.111124244,291.4,3.488194921
rahim_yar_khan,11,2020,21.82333333,24.03333333,2.7,15.25,10.73944444,0.116857586,0.137687646,-0.055223018,0.175260729,0.077523305,296.6,3.496291301
rahim_yar_khan,12,2020,17.43225806,29.32258065,3.5,11.88709677,10.36397849,0.449162154,0.356174086,0.260175512,0.673651361,0.32255594,296.6,3.496291301
rahim_yar_khan,1,2021,16.43870968,24.4516129,0,12.60322581,10.56505376,0.678150492,0.559770373,0.447268089,1.017114842,0.551124182,296.6,3.496291301
rahim_yar_khan,2,2021,22.42857143,19.28571429,0,14.09642857,11.19285714,0.662162569,0.555765048,0.448882038,0.993132537,0.552955142,296.6,3.496291301
rahim_yar_khan,3,2021,27.61290323,18.74193548,3.2,18.29032258,12.00698925,0.379911936,0.360317118,0.259323552,0.569795087,0.31561702,296.6,3.496291301
rahim_yar_khan,4,2021,31.15,15.7,3.9,18.40666667,12.85611111,0.10655463,0.216941119,-0.087642034,0.159816364,0.078878169,296.6,3.496291301
rahim_yar_khan,11,2021,23.40666667,15.8,0,13.54333333,10.74388889,0.088725213,0.110359933,-0.035289731,0.133069294,0.065925694,277.2,3.708694084
rahim_yar_khan,12,2021,17.31612903,21.93548387,3,11.89354839,10.36451613,0.432233264,0.329811236,0.246832277,0.648260276,0.308948668,277.2,3.708694084
rahim_yar_khan,1,2022,15.67419355,38.29032258,16.4,12.73870968,10.56182796,0.58550491,0.475919272,0.46367807,0.878167579,0.496050232,277.2,3.708694084
rahim_yar_khan,2,2022,19.825,27.53571429,1.7,17.33928571,11.18690476,0.437495765,0.378196523,0.334024924,0.656193225,0.382908763,277.2,3.708694084
rahim_yar_khan,3,2022,28.43225806,19.77419355,0.9,16.57096774,12,0.27323967,0.239305114,0.161697432,0.40982333,0.207333479,277.2,3.708694084
rahim_yar_khan,4,2022,34.57666667,10.23333333,3.5,17.06,12.85166667,0.062156106,0.121565217,-0.069362033,0.09322697,0.049192002,277.2,3.708694084
